_id,archived,contentUrl,datetime,deleted,id,location.coordinates,location.type,markerColor.rgbFill,markerColor.rgbOutline,markerColors.rgbFill,markerColors.rgbOutline,position.lat,position.lng,posttime,snippetImage,snippetText,tags,title,userId
compassburlingame/20200101204808205,false,accounts/us-east-1:3e3959c9-42d5-47b0-b8e5-601f91369cfa/html/20200101204808205.html,2020-01-01T18:00:25.000Z,false,compassburlingame/20200101204808205,"[-122.348044,37.576504]",Point,,,null,null,37.576504,-122.348044,2020-01-01T20:48:08.205Z,accounts/us-east-1:3e3959c9-42d5-47b0-b8e5-601f91369cfa/images/20200101204808205/1.jpg,The Safeway grocery store in Fox Plaza neighbors a variety of conveniently located shops including a branch of Wells Fargo Bank and Walgreens.,"[""Burlingame"",""California"",""Real Estate Demo"",""Shopping"",""United States""]",Safeway,compassburlingame
nytimes/20200218175722583,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/20200218175722583.html,2020-02-18T16:00:00.000Z,false,nytimes/20200218175722583,"[-74.368495,40.413108]",Point,,,null,null,40.413108,-74.368495,2020-02-18T17:57:22.583Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/20200218175722583/1.jpg,"In 1818, Judge Jacob Van Wickle, along with collaborators, sold some 100 people, including some free people. Most were kept on his estate, which included this site, before being moved South. Van Wickle was never punished.","[""1619 Project"",""East Brunswick"",""History"",""New Jersey"",""News"",""Slavery"",""They Sold Human Beings Here"",""United States""]","121 Main Street, East Brunswick, N.J. Unmarked",nytimes
miawilson/20200125164333880,false,accounts/us-east-1:9b2500ca-4708-4cab-83a1-326add811f5d/html/20200125164333880.html,2019-11-19T15:30:00.000Z,false,miawilson/20200125164333880,"[14.403409,35.884702]",Point,,,null,null,35.884702,14.403409,2020-01-25T16:43:33.880Z,accounts/us-east-1:9b2500ca-4708-4cab-83a1-326add811f5d/images/20200125164333880/1.jpg,"Mdina was my favourite place in Malta. It’s just pretty, from start to finish. It’s walled, like Valletta, but smaller, and easy to cover on foot in a couple of hours.","[""Europe"",""Exploring the World"",""Malta"",""Mediterranean Sea"",""Mdina"",""Views""]",Mdina,miawilson
robbearman/20191229191431519,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20191229191431519.html,2019-12-28T19:26:00.000Z,false,robbearman/20191229191431519,"[-122.447549,37.769909]",Point,,,null,null,37.769909,-122.447549,2019-12-29T19:14:31.519Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20191229191431519/1.jpg,"""Mia really loves this area,"" I told Dave as we crossed over to Haight Street from Kezar. ""You probably can't get her out of the shops,"" laughed Dave and my subtle eye roll probably confirmed to him he was right.","[""California"",""Exploring the World"",""Haight-Ashbury"",""San Francisco"",""Tank Hill"",""United States"",""Views""]",Haight-Ashbury,robbearman
nytimes/20200218180953936,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/20200218180953936.html,2020-02-18T16:00:00.000Z,false,nytimes/20200218180953936,"[-83.627715,32.829882]",Point,,,null,null,32.829882,-83.627715,2020-02-18T18:09:53.936Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/20200218180953936/1.jpg,"In the 19th century, the slave trader John Jossey arranged the sales of enslaved people from an office located here.","[""1619 Project"",""Georgia"",""History"",""Macon"",""News"",""Slavery"",""They Sold Human Beings Here"",""United States""]","Pine and Fifth Streets, Macon, Ga. Unmarked",nytimes
robbearman/20200118235929432,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200118235929432.html,2020-01-17T23:00:00.000Z,false,robbearman/20200118235929432,"[-121.947517,37.325167]",Point,,,null,null,37.325167,-121.947517,2020-01-18T23:59:29.432Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200118235929432/1.jpg,"I saw the first Star Wars as a kid, and the nineth of the series with my 20-year old son. The first ones were worth the time. The last had me yawning. Nice theater, though. Showtime ICON Theater in the San Jose Westfield Mall.","[""California"",""Cinemas"",""Exploring the World"",""San Jose"",""Showplace ICON Theater"",""United States""]",Jacob and Star Wars,robbearman
robbearman/20200119001243511,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200119001243511.html,2020-01-18T21:30:00.000Z,false,robbearman/20200119001243511,"[-122.024607,36.954722]",Point,,,null,null,36.954722,-122.024607,2020-01-19T00:12:43.511Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200119001243511/1.jpg,"After dropping off Jacob, I took a stroll on West Cliff. I could see a great white shark’s fin out in the bay, clear enough to see it must have been a pretty large animal, but too far off for a picture. I watched budding surfers learning on small waves, and yachts tacking around a buoy.","[""Beaches"",""Bluffs"",""California"",""Ocean"",""Exploring the World"",""Santa Cruz"",""Surfing"",""Steamer Lane"",""United States"",""Views""]",A West Cliff Stroll,robbearman
robbearman/20200208173646565,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200208173646565.html,2020-02-05T16:50:00.000Z,false,robbearman/20200208173646565,"[-109.694786,23.062133]",Point,,,null,null,23.062133,-109.694786,2020-02-08T17:36:46.565Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200208173646565/1.jpg,"Heading in the direction opposite from Cabo San Lucas, we took a car up to the quieter San Jose del Cabo, avoiding the tourist strip by the beach and exploring the town. We visited Mision de San Jose, and read plaques describing the untimely demise of priests who insisted that the native tribesmen take only one wife (they didn’t take kindly to the suggestion).","[""Baja California"",""Baja California Sur"",""Exploring the World"",""Mexico"",""San Jose del Cabo""]",San Jose del Cabo,robbearman
davemichaels/20200119171050524,false,accounts/us-east-1:6d72d8d7-fe48-424b-b76b-fa040471a8a0/html/20200119171050524.html,2020-01-17T22:00:00.000Z,false,davemichaels/20200119171050524,"[-122.503035,37.718923]",Point,,,null,null,37.718923,-122.503035,2020-01-19T17:10:50.524Z,accounts/us-east-1:6d72d8d7-fe48-424b-b76b-fa040471a8a0/images/20200119171050524/1.jpg,Fun in the sun at Fort Funston!!,"[""Beaches"",""Bluffs"",""California"",""Exploring the World"",""Fort Funston"",""San Francisco"",""United States"",""Views""]",Fort Funston,davemichaels
nytimes/20200218185306252,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/20200218185306252.html,2020-02-18T16:00:00.000Z,false,nytimes/20200218185306252,"[-90.189277,38.625679]",Point,,,null,null,38.625679,-90.189277,2020-02-18T18:53:06.252Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/20200218185306252/1.jpg,"Auctions of enslaved people were common on the steps of the Old Courthouse. The slave market of Bernard Lynch was nearby, and the enslaved were often marched from his pens to the courthouse to be sold.","[""1619 Project"",""History"",""Missouri"",""News"",""St. Louis"",""Slavery"",""They Sold Human Beings Here"",""United States""]","11 N. Fourth Street, St. Louis, Mo. Marked",nytimes
robbearman/20200224003921805,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200224003921805.html,2020-02-22T21:00:00.011Z,false,robbearman/20200224003921805,"[-122.479094,37.854707]",Point,,,null,null,37.854707,-122.479094,2020-02-24T00:39:21.805Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200224003921805/1.jpg,"Mia and I think the best sandwiches are to be had at Venice Gourmet. You can order to go, or sit for lunch outside overlooking the bay. I like the San Franciso Club with their amazing roast beef on a sourdough roll.","[""California"",""Restaurants"",""Sausalito"",""United States""]",Venice Gourmet Delicatessen,robbearman
davemichaels/20200123172026393,false,accounts/us-east-1:6d72d8d7-fe48-424b-b76b-fa040471a8a0/html/20200123172026393.html,2020-01-23T02:00:00.000Z,false,davemichaels/20200123172026393,"[-122.387389,37.767897]",Point,,,null,null,37.767897,-122.387389,2020-01-23T17:20:26.393Z,accounts/us-east-1:6d72d8d7-fe48-424b-b76b-fa040471a8a0/images/20200123172026393/1.jpg,"At Chase Center, Home of the 2019 Golden State Warriors.","[""Basketball"",""California"",""Chase Center"",""Exploring the World"",""Golden State Warriors"",""San Francisco"",""United States""]",Chase Center,davemichaels
robbearman/20200226010837425,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200226010837425.html,2020-02-25T21:39:00.000Z,false,robbearman/20200226010837425,"[-122.035383,36.982133]",Point,,,null,null,36.982133,-122.035383,2020-02-26T01:08:37.425Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200226010837425/1.jpg,Jacob does his best Will Clark imitation with a smooth swing. He throws right and bats left.,"[""California"",""Harvey West Park"",""Parks"",""Santa Cruz"",""Sports"",""United States"",""Videos""]",Batting Practice With Jacob,robbearman
nytimes/20200218183938467,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/20200218183938467.html,2020-02-18T16:00:00.000Z,false,nytimes/20200218183938467,"[-77.054491,38.803917]",Point,,,null,null,38.803917,-77.054491,2020-02-18T18:39:38.467Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/20200218183938467/1.jpg,"Once the Virginia headquarters of the largest domestic slave trading firm in the United States — Franklin & Armfield, which operated from 1828 to 1836 — the building is now a museum called Freedom House, operated by the North Virginia Urban League.","[""1619 Project"",""Alexandria"",""History"",""News"",""Slavery"",""They Sold Human Beings Here"",""United States"",""Virginia""]","1315 Duke Street, Alexandria, Va. Marked",nytimes
compassburlingame/20200101195249611,false,accounts/us-east-1:3e3959c9-42d5-47b0-b8e5-601f91369cfa/html/20200101195249611.html,2020-01-01T18:00:10.000Z,false,compassburlingame/20200101195249611,"[-122.34778,37.578087]",Point,,,null,null,37.578087,-122.34778,2020-01-01T19:52:49.611Z,accounts/us-east-1:3e3959c9-42d5-47b0-b8e5-601f91369cfa/images/20200101195249611/1.jpg,"Burlingame Avenue is a prime shopping, dining, and entertainment destination in Burlingame. You'll find both casual and formal dining, along with fashion, clothing and apparel, and even an Apple Store location.","[""Burlingame"",""California"",""Real Estate Demo"",""United States""]",Burlingame Avenue,compassburlingame
compassburlingame/20200101172912941,false,accounts/us-east-1:3e3959c9-42d5-47b0-b8e5-601f91369cfa/html/20200101172912941.html,2020-01-01T17:29:00.000Z,false,compassburlingame/20200101172912941,"[-122.363814,37.587147]",Point,,,null,null,37.587147,-122.363814,2020-01-01T17:29:12.941Z,accounts/us-east-1:3e3959c9-42d5-47b0-b8e5-601f91369cfa/images/20200101172912941/1.jpg,"Broadway is one of two main shopping streets in Burlingame, and is considered to be the vintage, old-style Burlingame experience. You can find shopping and dining both old and new here.","[""Broadway"",""Burlingame"",""California"",""Real Estate Demo"",""United States""]",Broadway Burlingame,compassburlingame
amybearman/20191228155737246,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/20191228155737246.html,2019-12-27T20:00:00.000Z,false,amybearman/20191228155737246,"[-122.108182,37.229765]",Point,,,null,null,37.229765,-122.108182,2019-12-28T15:57:37.246Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/20191228155737246/1.jpg,"Making the most of this last Friday of the decade, bouldering with hiking boots under a California December sky 🏔","[""California"",""Castle Rock"",""Exploring the World"",""Parks"",""United States"",""Views""]",Castle Rock State Park,amybearman
nytimes/20200218190732637,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/20200218190732637.html,2020-02-18T16:00:00.000Z,false,nytimes/20200218190732637,"[-81.148369,32.112406]",Point,,,null,null,32.112406,-81.148369,2020-02-18T19:07:32.637Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/20200218190732637/1.jpg,"Over two days in 1859, on what was then the site of the Savannah Ten Broeck Race Course, 436 enslaved people were sold – the largest slave auction in history. The men, women and children had lived together as a community for years on the plantation estates of Pierce Mease Butler and called the auction “the weeping time.”","[""1619 Project"",""Georgia"",""History"",""News"",""Savannah"",""Slavery"",""They Sold Human Beings Here"",""United States""]","188 Main Street, Savannah, Georgia Marked",nytimes
nytimes/20200218183037769,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/20200218183037769.html,2020-02-18T16:00:00.000Z,false,nytimes/20200218183037769,"[-74.007697,40.705406]",Point,,,null,null,40.705406,-74.007697,2020-02-18T18:30:37.769Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/20200218183037769/1.jpg,"From 1711 until 1762, a slave market operated on Wall Street between Water and Pearl Streets. In 1726, the market was renamed the Meal Market to reflect the grain and corn also available for sale there. A marker was installed in 2015, near the original site.","[""1619 Project"",""History"",""News"",""New York"",""New York City"",""Slavery"",""They Sold Human Beings Here"",""United States"",""Wall Street""]","Wall Street, New York Marked",nytimes
robbearman/201911231830,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/steamerlane.html,2019-11-23T18:30:00.000Z,false,robbearman/201911231830,"[-122.02535,36.953178]",Point,,,null,null,36.953178,-122.02535,2019-11-24T16:00:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/steamerlane/1.jpg,Surfers and sunshine and summer in November before Thanksgiving.,"[""Beaches"",""Bluffs"",""California"",""Ocean"",""Exploring the World"",""Santa Cruz"",""Surfing"",""Steamer Lane"",""United States"",""Views""]",Steamer Lane,robbearman
nytimes/201912070802,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/brexit-2.html,2019-12-07T08:02:00.000Z,false,nytimes/201912070802,"[-1.907076,52.475308]",Point,,,null,null,52.475308,-1.907076,2019-12-07T08:02:00.000Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/brexit-2/1.jpg,"Part 2: In Shirebrook, as in much of Britain, I sensed that following through with Brexit was seen as something that could restore the social fabric. But elsewhere, it was chewing at the ties that bind.","[""Birmingham"",""Brexit"",""Britain"",""England"",""Exploring the World"",""Journey Through Brexit"",""UK""]",Splintered Isle: Chewing at the Ties That Bind,nytimes
robbearman/20200208160917507,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200208160917507.html,2020-02-06T23:00:00.000Z,false,robbearman/20200208160917507,"[-115.495856,30.698575]",Point,,,null,null,30.698575,-115.495856,2020-02-08T16:09:17.507Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200208160917507/1.jpg,"On the flight down to San Jose del Cabo, and on the way back to California, I was naively amazed that I could see across the entire Baja California peninsula, from the Pacific coastline across to the Gulf of California. When you look at Baja California on a globe, you know it’s skinny, but perhaps you don't realize you don’t have to be too high above to see it all. I was surprised, but really thrilled, and on the way back home I tracked my position via GPS on my phone, comparing what I saw through the plane window with what I saw on the map.","[""Baja California"",""Exploring the World"",""Mexico"",""Ocean"",""Views""]",Baja from Above,robbearman
nytimes/201912070806,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/brexit-6.html,2019-12-07T08:06:00.000Z,false,nytimes/201912070806,"[-3.981121,55.783302]",Point,,,null,null,55.783302,-3.981121,2019-12-07T08:06:00.000Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/brexit-6/1.jpg,"Part 6: In a wasteland on the edge of the Scottish town of Motherwell, our final stop, Tommy Brennan pointed out things that were no longer there.","[""Brexit"",""Britain"",""Exploring the World"",""Journey Through Brexit"",""Motherwell"",""Scotland"",""UK""]",Splintered Isle: A Forgotten Steelworks,nytimes
